DATE,SYMBOL,CLOSE
2024-10-09,BAJFINANCE,7300.45
2024-10-09,HDFCBANK,1633.15
2024-10-09,SBIN,797.4
2024-10-10,BAJFINANCE,7319.7
2024-10-10,HDFCBANK,1662.4
2024-10-10,SBIN,797.1
2024-10-11,BAJFINANCE,7302.0
2024-10-11,HDFCBANK,1651.0
2024-10-11,SBIN,799.75
2024-10-14,BAJFINANCE,7208.8
2024-10-14,HDFCBANK,1688.1
2024-10-14,SBIN,805.15
2024-10-15,BAJFINANCE,7016.9
2024-10-15,HDFCBANK,1684.1
2024-10-15,SBIN,804.65
2024-10-16,BAJFINANCE,6956.35
2024-10-16,HDFCBANK,1699.8
2024-10-16,SBIN,805.45
2024-10-17,BAJFINANCE,6899.5
2024-10-17,HDFCBANK,1673.15
2024-10-17,SBIN,811.05
2024-10-18,BAJFINANCE,6899.55
2024-10-18,HDFCBANK,1681.85
2024-10-18,SBIN,820.4
2024-10-21,BAJFINANCE,6780.9
2024-10-21,HDFCBANK,1728.7
2024-10-21,SBIN,813.95
2024-10-22,BAJFINANCE,6677.9
2024-10-22,HDFCBANK,1714.55
2024-10-22,SBIN,790.4
2024-10-23,BAJFINANCE,6995.8
2024-10-23,HDFCBANK,1735.8
2024-10-23,SBIN,786.0
2024-10-24,BAJFINANCE,7040.9
2024-10-24,HDFCBANK,1749.65
2024-10-24,SBIN,794.55
2024-10-25,BAJFINANCE,6910.15
2024-10-25,HDFCBANK,1743.4
2024-10-25,SBIN,780.95
2024-10-28,BAJFINANCE,6911.35
2024-10-28,HDFCBANK,1734.2
2024-10-28,SBIN,792.05
2024-10-29,BAJFINANCE,7022.5
2024-10-29,HDFCBANK,1751.85
2024-10-29,SBIN,832.7
2024-10-30,BAJFINANCE,6955.0
2024-10-30,HDFCBANK,1734.6
2024-10-30,SBIN,822.45
2024-10-31,BAJFINANCE,6889.75
2024-10-31,HDFCBANK,1735.7
2024-10-31,SBIN,820.2
2024-11-01,BAJFINANCE,6923.6
2024-11-01,HDFCBANK,1737.3
2024-11-01,SBIN,821.2
2024-11-04,BAJFINANCE,6843.7
2024-11-04,HDFCBANK,1714.1
2024-11-04,SBIN,829.85
2024-11-05,BAJFINANCE,6930.35
2024-11-05,HDFCBANK,1757.85
2024-11-05,SBIN,849.2
2024-11-06,BAJFINANCE,7006.2
2024-11-06,HDFCBANK,1755.25
2024-11-06,SBIN,854.8
2024-11-07,BAJFINANCE,6904.5
2024-11-07,HDFCBANK,1746.55
2024-11-07,SBIN,859.6
2024-11-08,BAJFINANCE,6895.95
2024-11-08,HDFCBANK,1754.45
2024-11-08,SBIN,843.15
2024-11-11,BAJFINANCE,6778.8
2024-11-11,HDFCBANK,1766.3
2024-11-11,SBIN,847.65
2024-11-12,BAJFINANCE,6638.2
2024-11-12,HDFCBANK,1718.2
2024-11-12,SBIN,826.7
2024-11-13,BAJFINANCE,6566.0
2024-11-13,HDFCBANK,1681.35
2024-11-13,SBIN,808.65
2024-11-14,BAJFINANCE,6549.15
2024-11-14,HDFCBANK,1692.75
2024-11-14,SBIN,804.25
2024-11-18,BAJFINANCE,6567.95
2024-11-18,HDFCBANK,1705.1
2024-11-18,SBIN,814.3
2024-11-19,BAJFINANCE,6595.3
2024-11-19,HDFCBANK,1742.25
2024-11-19,SBIN,803.0
2024-11-21,BAJFINANCE,6465.65
2024-11-21,HDFCBANK,1741.2
2024-11-21,SBIN,780.75
2024-11-22,BAJFINANCE,6683.95
2024-11-22,HDFCBANK,1745.6
2024-11-22,SBIN,816.05
2024-11-25,BAJFINANCE,6685.4
2024-11-25,HDFCBANK,1785.6
2024-11-25,SBIN,844.45
2024-11-26,BAJFINANCE,6617.95
2024-11-26,HDFCBANK,1785.55
2024-11-26,SBIN,839.4
2024-11-27,BAJFINANCE,6705.2
2024-11-27,HDFCBANK,1812.3
2024-11-27,SBIN,834.1
2024-11-28,BAJFINANCE,6509.4
2024-11-28,HDFCBANK,1793.15
2024-11-28,SBIN,838.85
2024-11-29,BAJFINANCE,6575.9
2024-11-29,HDFCBANK,1796.05
2024-11-29,SBIN,838.95
2024-12-02,BAJFINANCE,6650.65
2024-12-02,HDFCBANK,1804.7
2024-12-02,SBIN,836.4
2024-12-03,BAJFINANCE,6675.45
2024-12-03,HDFCBANK,1826.3
2024-12-03,SBIN,853.95
2024-12-04,BAJFINANCE,6740.0
2024-12-04,HDFCBANK,1860.1
2024-12-04,SBIN,859.7
2024-12-05,BAJFINANCE,6850.4
2024-12-05,HDFCBANK,1865.75
2024-12-05,SBIN,865.45
2024-12-06,BAJFINANCE,6850.3
2024-12-06,HDFCBANK,1855.85
2024-12-06,SBIN,863.65
2024-12-09,BAJFINANCE,6868.35
2024-12-09,HDFCBANK,1870.0
2024-12-09,SBIN,858.05
2024-12-10,BAJFINANCE,6936.2
2024-12-10,HDFCBANK,1868.1
2024-12-10,SBIN,867.5
2024-12-11,BAJFINANCE,7115.1
2024-12-11,HDFCBANK,1863.1
2024-12-11,SBIN,861.6
2024-12-12,BAJFINANCE,7125.8
2024-12-12,HDFCBANK,1859.25
2024-12-12,SBIN,853.7
2024-12-13,BAJFINANCE,7182.8
2024-12-13,HDFCBANK,1871.75
2024-12-13,SBIN,861.55
2024-12-16,BAJFINANCE,7208.4
2024-12-16,HDFCBANK,1865.2
2024-12-16,SBIN,860.95
2024-12-17,BAJFINANCE,7152.8
2024-12-17,HDFCBANK,1833.25
2024-12-17,SBIN,850.55
2024-12-18,BAJFINANCE,7074.45
2024-12-18,HDFCBANK,1810.7
2024-12-18,SBIN,838.15
2024-12-19,BAJFINANCE,6918.55
2024-12-19,HDFCBANK,1793.5
2024-12-19,SBIN,832.8
2024-12-20,BAJFINANCE,6848.25
2024-12-20,HDFCBANK,1771.5
2024-12-20,SBIN,812.0
2024-12-23,BAJFINANCE,6866.7
2024-12-23,HDFCBANK,1801.0
2024-12-23,SBIN,821.15
2024-12-24,BAJFINANCE,6808.2
2024-12-24,HDFCBANK,1798.1
2024-12-24,SBIN,812.05
2024-12-26,BAJFINANCE,6815.75
2024-12-26,HDFCBANK,1790.75
2024-12-26,SBIN,812.45
2024-12-27,BAJFINANCE,6907.75
2024-12-27,HDFCBANK,1798.25
2024-12-27,SBIN,799.65
2024-12-30,BAJFINANCE,6888.25
2024-12-30,HDFCBANK,1777.9
2024-12-30,SBIN,788.3
2024-12-31,BAJFINANCE,6823.0
2024-12-31,HDFCBANK,1772.85
2024-12-31,SBIN,794.95
2025-01-01,BAJFINANCE,6935.3
2025-01-01,HDFCBANK,1782.75
2025-01-01,SBIN,793.2
2025-01-02,BAJFINANCE,7389.2
2025-01-02,HDFCBANK,1793.75
2025-01-02,SBIN,801.2
2025-01-03,BAJFINANCE,7407.25
2025-01-03,HDFCBANK,1749.2
2025-01-03,SBIN,793.4
2025-01-06,BAJFINANCE,7349.35
2025-01-06,HDFCBANK,1710.5
2025-01-06,SBIN,776.4
2025-01-07,BAJFINANCE,7353.95
2025-01-07,HDFCBANK,1713.4
2025-01-07,SBIN,778.75
2025-01-08,BAJFINANCE,7355.4
2025-01-08,HDFCBANK,1694.3
2025-01-08,SBIN,771.15
2025-01-09,BAJFINANCE,7277.45
2025-01-09,HDFCBANK,1667.8
2025-01-09,SBIN,760.45
2025-01-10,BAJFINANCE,7288.05
2025-01-10,HDFCBANK,1656.75
2025-01-10,SBIN,743.25
2025-01-13,BAJFINANCE,7150.95
2025-01-13,HDFCBANK,1630.85
2025-01-13,SBIN,729.5
2025-01-14,BAJFINANCE,7335.0
2025-01-14,HDFCBANK,1646.6
2025-01-14,SBIN,748.15
2025-01-15,BAJFINANCE,7177.4
2025-01-15,HDFCBANK,1643.05
2025-01-15,SBIN,753.7
2025-01-16,BAJFINANCE,7259.75
2025-01-16,HDFCBANK,1652.05
2025-01-16,SBIN,766.3
2025-01-17,BAJFINANCE,7182.1
2025-01-17,HDFCBANK,1636.75
2025-01-17,SBIN,764.1
2025-01-20,BAJFINANCE,7440.1
2025-01-20,HDFCBANK,1651.25
2025-01-20,SBIN,779.25
2025-01-21,BAJFINANCE,7291.65
2025-01-21,HDFCBANK,1642.4
2025-01-21,SBIN,759.05
2025-01-22,BAJFINANCE,7397.15
2025-01-22,HDFCBANK,1666.05
2025-01-22,SBIN,753.45
2025-01-23,BAJFINANCE,7443.25
2025-01-23,HDFCBANK,1664.9
2025-01-23,SBIN,745.9
2025-01-24,BAJFINANCE,7438.6
2025-01-24,HDFCBANK,1649.8
2025-01-24,SBIN,744.15
2025-01-27,BAJFINANCE,7295.45
2025-01-27,HDFCBANK,1629.8
2025-01-27,SBIN,749.2
2025-01-28,BAJFINANCE,7606.6
2025-01-28,HDFCBANK,1670.4
2025-01-28,SBIN,752.4
2025-01-29,BAJFINANCE,7759.65
2025-01-29,HDFCBANK,1677.3
2025-01-29,SBIN,758.45
2025-01-30,BAJFINANCE,7901.65
2025-01-30,HDFCBANK,1691.5
2025-01-30,SBIN,762.6
2025-01-31,BAJFINANCE,7885.1
2025-01-31,HDFCBANK,1698.75
2025-01-31,SBIN,772.9
2025-02-01,BAJFINANCE,8000.1
2025-02-01,HDFCBANK,1690.95
2025-02-01,SBIN,766.0
2025-02-03,BAJFINANCE,8425.8
2025-02-03,HDFCBANK,1678.0
2025-02-03,SBIN,760.95
2025-02-04,BAJFINANCE,8475.35
2025-02-04,HDFCBANK,1720.9
2025-02-04,SBIN,779.2
2025-02-05,BAJFINANCE,8509.45
2025-02-05,HDFCBANK,1737.8
2025-02-05,SBIN,766.05
2025-02-06,BAJFINANCE,8507.3
2025-02-06,HDFCBANK,1743.85
2025-02-06,SBIN,752.25
2025-02-07,BAJFINANCE,8474.25
2025-02-07,HDFCBANK,1732.75
2025-02-07,SBIN,737.2
2025-02-10,BAJFINANCE,8286.8
2025-02-10,HDFCBANK,1715.75
2025-02-10,SBIN,736.8
2025-02-11,BAJFINANCE,8191.2
2025-02-11,HDFCBANK,1701.4
2025-02-11,SBIN,731.1
2025-02-12,BAJFINANCE,8214.05
2025-02-12,HDFCBANK,1706.8
2025-02-12,SBIN,733.15
2025-02-13,BAJFINANCE,8409.0
2025-02-13,HDFCBANK,1697.7
2025-02-13,SBIN,727.65
2025-02-14,BAJFINANCE,8392.3
2025-02-14,HDFCBANK,1694.85
2025-02-14,SBIN,722.15
2025-02-17,BAJFINANCE,8426.6
2025-02-17,HDFCBANK,1717.35
2025-02-17,SBIN,727.7
2025-02-18,BAJFINANCE,8465.9
2025-02-18,HDFCBANK,1723.05
2025-02-18,SBIN,725.8
2025-02-19,BAJFINANCE,8439.45
2025-02-19,HDFCBANK,1727.2
2025-02-19,SBIN,727.3
2025-02-20,BAJFINANCE,8399.45
2025-02-20,HDFCBANK,1687.1
2025-02-20,SBIN,729.7
2025-02-21,BAJFINANCE,8396.7
2025-02-21,HDFCBANK,1692.5
2025-02-21,SBIN,722.0
2025-02-24,BAJFINANCE,8354.95
2025-02-24,HDFCBANK,1677.1
2025-02-24,SBIN,716.4
2025-02-25,BAJFINANCE,8488.8
2025-02-25,HDFCBANK,1682.35
2025-02-25,SBIN,710.9
2025-02-27,BAJFINANCE,8705.4
2025-02-27,HDFCBANK,1700.7
2025-02-27,SBIN,703.9
2025-02-28,BAJFINANCE,8530.3
2025-02-28,HDFCBANK,1732.4
2025-02-28,SBIN,688.8
2025-03-03,BAJFINANCE,8627.85
2025-03-03,HDFCBANK,1701.55
2025-03-03,SBIN,695.3
2025-03-04,BAJFINANCE,8585.95
2025-03-04,HDFCBANK,1710.0
2025-03-04,SBIN,716.05
2025-03-05,BAJFINANCE,8298.7
2025-03-05,HDFCBANK,1690.0
2025-03-05,SBIN,730.35
2025-03-06,BAJFINANCE,8410.85
2025-03-06,HDFCBANK,1691.2
2025-03-06,SBIN,732.05
2025-03-07,BAJFINANCE,8404.5
2025-03-07,HDFCBANK,1689.25
2025-03-07,SBIN,732.75
2025-03-10,BAJFINANCE,8342.6
2025-03-10,HDFCBANK,1687.5
2025-03-10,SBIN,728.9
2025-03-11,BAJFINANCE,8340.45
2025-03-11,HDFCBANK,1685.5
2025-03-11,SBIN,729.85
2025-03-12,BAJFINANCE,8484.45
2025-03-12,HDFCBANK,1711.15
2025-03-12,SBIN,723.05
2025-03-13,BAJFINANCE,8420.45
2025-03-13,HDFCBANK,1706.6
2025-03-13,SBIN,727.85
2025-03-17,BAJFINANCE,8580.35
2025-03-17,HDFCBANK,1710.4
2025-03-17,SBIN,723.15
2025-03-18,BAJFINANCE,8682.5
2025-03-18,HDFCBANK,1732.2
2025-03-18,SBIN,736.7
2025-03-19,BAJFINANCE,8731.6
2025-03-19,HDFCBANK,1744.1
2025-03-19,SBIN,745.1
2025-03-20,BAJFINANCE,8679.65
2025-03-20,HDFCBANK,1768.75
2025-03-20,SBIN,749.55
2025-03-21,BAJFINANCE,8916.1
2025-03-21,HDFCBANK,1770.35
2025-03-21,SBIN,753.2
2025-03-24,BAJFINANCE,9090.05
2025-03-24,HDFCBANK,1800.0
2025-03-24,SBIN,780.8
2025-03-25,BAJFINANCE,9067.25
2025-03-25,HDFCBANK,1821.45
2025-03-25,SBIN,772.85
2025-03-26,BAJFINANCE,8866.05
2025-03-26,HDFCBANK,1806.55
2025-03-26,SBIN,764.0
2025-03-27,BAJFINANCE,9003.85
2025-03-27,HDFCBANK,1825.35
2025-03-27,SBIN,772.3
2025-03-28,BAJFINANCE,8945.6
2025-03-28,HDFCBANK,1828.2
2025-03-28,SBIN,771.5
2025-04-01,BAJFINANCE,8698.2
2025-04-01,HDFCBANK,1767.85
2025-04-01,SBIN,771.7
2025-04-02,BAJFINANCE,8669.25
2025-04-02,HDFCBANK,1796.9
2025-04-02,SBIN,775.95
2025-04-03,BAJFINANCE,8594.6
2025-04-03,HDFCBANK,1794.85
2025-04-03,SBIN,779.2
2025-04-04,BAJFINANCE,8718.85
2025-04-04,HDFCBANK,1817.3
2025-04-04,SBIN,767.45
2025-04-07,BAJFINANCE,8568.0
2025-04-07,HDFCBANK,1757.7
2025-04-07,SBIN,746.9
2025-04-08,BAJFINANCE,8822.25
2025-04-08,HDFCBANK,1769.15
2025-04-08,SBIN,768.6
2025-04-09,BAJFINANCE,8735.8
2025-04-09,HDFCBANK,1765.0
2025-04-09,SBIN,742.2
2025-04-11,BAJFINANCE,8921.1
2025-04-11,HDFCBANK,1806.75
2025-04-11,SBIN,753.85
2025-04-15,BAJFINANCE,9141.0
2025-04-15,HDFCBANK,1864.9
2025-04-15,SBIN,763.5
2025-04-16,BAJFINANCE,9056.5
2025-04-16,HDFCBANK,1878.0
2025-04-16,SBIN,771.75
2025-04-17,BAJFINANCE,9162.5
2025-04-17,HDFCBANK,1906.7
2025-04-17,SBIN,797.45
2025-04-21,BAJFINANCE,9273.5
2025-04-21,HDFCBANK,1927.1
2025-04-21,SBIN,816.7
2025-04-22,BAJFINANCE,9260.5
2025-04-22,HDFCBANK,1961.7
2025-04-22,SBIN,822.4
2025-04-23,BAJFINANCE,9323.0
2025-04-23,HDFCBANK,1923.9
2025-04-23,SBIN,813.45
2025-04-24,BAJFINANCE,9301.0
2025-04-24,HDFCBANK,1916.8
2025-04-24,SBIN,813.4
2025-04-25,BAJFINANCE,9112.0
2025-04-25,HDFCBANK,1911.2
2025-04-25,SBIN,798.65
2025-04-28,BAJFINANCE,9093.0
2025-04-28,HDFCBANK,1920.2
2025-04-28,SBIN,817.35
2025-04-29,BAJFINANCE,9093.0
2025-04-29,HDFCBANK,1908.8
2025-04-29,SBIN,812.55
2025-04-30,BAJFINANCE,8634.5
2025-04-30,HDFCBANK,1925.0
2025-04-30,SBIN,788.65
2025-05-02,BAJFINANCE,8862.5
2025-05-02,HDFCBANK,1925.0
2025-05-02,SBIN,800.0
2025-05-05,BAJFINANCE,8932.0
2025-05-05,HDFCBANK,1936.8
2025-05-05,SBIN,790.0
2025-05-06,BAJFINANCE,8797.5
2025-05-06,HDFCBANK,1931.7
2025-05-06,SBIN,774.1
2025-05-07,BAJFINANCE,8986.5
2025-05-07,HDFCBANK,1945.6
2025-05-07,SBIN,776.1
2025-05-08,BAJFINANCE,8832.5
2025-05-08,HDFCBANK,1928.5
2025-05-08,SBIN,769.0
2025-05-09,BAJFINANCE,8641.0
2025-05-09,HDFCBANK,1889.7
2025-05-09,SBIN,779.25
2025-05-12,BAJFINANCE,9018.5
2025-05-12,HDFCBANK,1957.2
2025-05-12,SBIN,801.65
2025-05-13,BAJFINANCE,9042.0
2025-05-13,HDFCBANK,1922.6
2025-05-13,SBIN,801.75
2025-05-14,BAJFINANCE,9081.0
2025-05-14,HDFCBANK,1910.6
2025-05-14,SBIN,800.7
2025-05-15,BAJFINANCE,9188.5
2025-05-15,HDFCBANK,1933.8
2025-05-15,SBIN,807.75
2025-05-16,BAJFINANCE,9167.0
2025-05-16,HDFCBANK,1934.7
2025-05-16,SBIN,792.1
2025-05-19,BAJFINANCE,9255.5
2025-05-19,HDFCBANK,1938.7
2025-05-19,SBIN,795.0
2025-05-20,BAJFINANCE,9079.0
2025-05-20,HDFCBANK,1914.9
2025-05-20,SBIN,785.65
2025-05-21,BAJFINANCE,9197.5
2025-05-21,HDFCBANK,1926.8
2025-05-21,SBIN,787.1
2025-05-22,BAJFINANCE,9139.0
2025-05-22,HDFCBANK,1919.9
2025-05-22,SBIN,785.25
2025-05-23,BAJFINANCE,9243.5
2025-05-23,HDFCBANK,1933.6
2025-05-23,SBIN,790.5
2025-05-26,BAJFINANCE,9269.5
2025-05-26,HDFCBANK,1940.2
2025-05-26,SBIN,794.4
2025-05-27,BAJFINANCE,9171.0
2025-05-27,HDFCBANK,1926.3
2025-05-27,SBIN,793.7
2025-05-28,BAJFINANCE,9267.5
2025-05-28,HDFCBANK,1923.5
2025-05-28,SBIN,796.55
2025-05-29,BAJFINANCE,9204.0
2025-05-29,HDFCBANK,1927.5
2025-05-29,SBIN,797.35
2025-05-30,BAJFINANCE,9180.5
2025-05-30,HDFCBANK,1944.9
2025-05-30,SBIN,812.3
2025-06-02,BAJFINANCE,9118.5
2025-06-02,HDFCBANK,1932.1
2025-06-02,SBIN,813.65
2025-06-03,BAJFINANCE,8979.0
2025-06-03,HDFCBANK,1924.6
2025-06-03,SBIN,809.8
2025-06-04,BAJFINANCE,8987.0
2025-06-04,HDFCBANK,1941.2
2025-06-04,SBIN,806.5
2025-06-05,BAJFINANCE,8934.0
2025-06-05,HDFCBANK,1949.6
2025-06-05,SBIN,806.0
2025-06-06,BAJFINANCE,9371.5
2025-06-06,HDFCBANK,1978.7
2025-06-06,SBIN,813.05
2025-06-09,BAJFINANCE,9607.5
2025-06-09,HDFCBANK,1978.9
2025-06-09,SBIN,820.05
2025-06-10,BAJFINANCE,9497.5
2025-06-10,HDFCBANK,1965.3
2025-06-10,SBIN,817.05
2025-06-11,BAJFINANCE,9425.0
2025-06-11,HDFCBANK,1950.4
2025-06-11,SBIN,815.05
2025-06-12,BAJFINANCE,9368.5
2025-06-12,HDFCBANK,1943.4
2025-06-12,SBIN,805.95
2025-06-13,BAJFINANCE,9331.0
2025-06-13,HDFCBANK,1917.6
2025-06-13,SBIN,792.35
2025-06-16,BAJFINANCE,938.0
2025-06-16,HDFCBANK,1935.4
2025-06-16,SBIN,792.5
2025-06-17,BAJFINANCE,923.0
2025-06-17,HDFCBANK,1929.6
2025-06-17,SBIN,792.3
2025-06-18,BAJFINANCE,919.0
2025-06-18,HDFCBANK,1933.9
2025-06-18,SBIN,791.9
2025-06-19,BAJFINANCE,900.5
2025-06-19,HDFCBANK,1935.3
2025-06-19,SBIN,785.1
2025-06-20,BAJFINANCE,905.0
2025-06-20,HDFCBANK,1964.7
2025-06-20,SBIN,796.15
2025-06-23,BAJFINANCE,915.5
2025-06-23,HDFCBANK,1948.4
2025-06-23,SBIN,790.2
2025-06-24,BAJFINANCE,916.5
2025-06-24,HDFCBANK,1960.9
2025-06-24,SBIN,795.4
2025-06-25,BAJFINANCE,928.0
2025-06-25,HDFCBANK,1980.2
2025-06-25,SBIN,800.05
2025-06-26,BAJFINANCE,951.5
2025-06-26,HDFCBANK,2021.8
2025-06-26,SBIN,797.05
2025-06-27,BAJFINANCE,947.0
2025-06-27,HDFCBANK,2014.9
2025-06-27,SBIN,805.4
2025-06-30,BAJFINANCE,936.5
2025-06-30,HDFCBANK,2001.5
2025-06-30,SBIN,820.35
2025-07-01,BAJFINANCE,936.65
2025-07-01,HDFCBANK,2012.1
2025-07-01,SBIN,820.3
2025-07-02,BAJFINANCE,923.0
2025-07-02,HDFCBANK,1986.0
2025-07-02,SBIN,812.9
2025-07-03,BAJFINANCE,910.15
2025-07-03,HDFCBANK,1987.1
2025-07-03,SBIN,807.1
2025-07-04,BAJFINANCE,925.3
2025-07-04,HDFCBANK,1989.3
2025-07-04,SBIN,811.85
2025-07-07,BAJFINANCE,924.65
2025-07-07,HDFCBANK,1987.4
2025-07-07,SBIN,806.85
2025-07-08,BAJFINANCE,927.65
2025-07-08,HDFCBANK,2001.4
2025-07-08,SBIN,812.65
2025-07-09,BAJFINANCE,940.6
2025-07-09,HDFCBANK,2011.2
2025-07-09,SBIN,810.95
2025-07-10,BAJFINANCE,947.65
2025-07-10,HDFCBANK,2006.2
2025-07-10,SBIN,808.0
2025-07-11,BAJFINANCE,933.5
2025-07-11,HDFCBANK,1983.7
2025-07-11,SBIN,808.65
2025-07-14,BAJFINANCE,918.85
2025-07-14,HDFCBANK,1983.0
2025-07-14,SBIN,808.85
2025-07-15,BAJFINANCE,928.4
2025-07-15,HDFCBANK,1995.5
2025-07-15,SBIN,816.45
2025-07-16,BAJFINANCE,921.75
2025-07-16,HDFCBANK,1996.3
2025-07-16,SBIN,831.7
2025-07-17,BAJFINANCE,923.3
2025-07-17,HDFCBANK,1986.9
2025-07-17,SBIN,829.0
2025-07-18,BAJFINANCE,942.0
2025-07-18,HDFCBANK,1957.4
2025-07-18,SBIN,823.35
2025-07-21,BAJFINANCE,948.45
2025-07-21,HDFCBANK,2000.5
2025-07-21,SBIN,824.2
2025-07-22,BAJFINANCE,952.55
2025-07-22,HDFCBANK,2007.1
2025-07-22,SBIN,815.0
2025-07-23,BAJFINANCE,968.3
2025-07-23,HDFCBANK,2024.3
2025-07-23,SBIN,820.65
2025-07-24,BAJFINANCE,958.95
2025-07-24,HDFCBANK,2014.2
2025-07-24,SBIN,815.7
2025-07-25,BAJFINANCE,913.75
2025-07-25,HDFCBANK,2004.6
2025-07-25,SBIN,806.55
2025-07-28,BAJFINANCE,880.5
2025-07-28,HDFCBANK,2008.5
2025-07-28,SBIN,797.15
2025-07-29,BAJFINANCE,886.55
2025-07-29,HDFCBANK,2021.6
2025-07-29,SBIN,799.2
2025-07-30,BAJFINANCE,884.85
2025-07-30,HDFCBANK,2025.8
2025-07-30,SBIN,801.65
2025-07-31,BAJFINANCE,881.2
2025-07-31,HDFCBANK,2018.2
2025-07-31,SBIN,796.55
2025-08-01,BAJFINANCE,875.6
2025-08-01,HDFCBANK,2012.2
2025-08-01,SBIN,794.0
2025-08-04,BAJFINANCE,885.3
2025-08-04,HDFCBANK,1992.0
2025-08-04,SBIN,795.7
2025-08-05,BAJFINANCE,891.9
2025-08-05,HDFCBANK,1977.6
2025-08-05,SBIN,800.6
2025-08-06,BAJFINANCE,876.65
2025-08-06,HDFCBANK,1985.3
2025-08-06,SBIN,805.15
2025-08-07,BAJFINANCE,879.1
2025-08-07,HDFCBANK,1995.4
2025-08-07,SBIN,805.15
2025-08-08,BAJFINANCE,877.15
2025-08-08,HDFCBANK,1973.9
2025-08-08,SBIN,804.3
2025-08-11,BAJFINANCE,877.8
2025-08-11,HDFCBANK,1995.6
2025-08-11,SBIN,823.45
2025-08-12,BAJFINANCE,853.0
2025-08-12,HDFCBANK,1969.9
2025-08-12,SBIN,820.6
2025-08-13,BAJFINANCE,860.0
2025-08-13,HDFCBANK,1980.3
2025-08-13,SBIN,821.85
2025-08-14,BAJFINANCE,861.45
2025-08-14,HDFCBANK,1991.1
2025-08-14,SBIN,826.55
2025-08-18,BAJFINANCE,905.2
2025-08-18,HDFCBANK,2003.6
2025-08-18,SBIN,827.65
2025-08-19,BAJFINANCE,902.3
2025-08-19,HDFCBANK,1991.1
2025-08-19,SBIN,830.4
2025-08-20,BAJFINANCE,887.8
2025-08-20,HDFCBANK,1988.2
2025-08-20,SBIN,828.95
2025-08-21,BAJFINANCE,895.6
2025-08-21,HDFCBANK,1991.2
2025-08-21,SBIN,825.7
2025-08-22,BAJFINANCE,894.5
2025-08-22,HDFCBANK,1964.6
2025-08-22,SBIN,816.25
2025-08-25,BAJFINANCE,900.8
2025-08-25,HDFCBANK,1964.1
2025-08-25,SBIN,816.45
2025-08-26,BAJFINANCE,876.25
2025-08-26,HDFCBANK,973.4
2025-08-26,SBIN,807.85
2025-08-28,BAJFINANCE,876.85
2025-08-28,HDFCBANK,957.8
2025-08-28,SBIN,801.95
2025-08-29,BAJFINANCE,877.85
2025-08-29,HDFCBANK,951.6
2025-08-29,SBIN,802.5
2025-09-01,BAJFINANCE,889.35
2025-09-01,HDFCBANK,950.6
2025-09-01,SBIN,806.05
2025-09-02,BAJFINANCE,890.1
2025-09-02,HDFCBANK,944.5
2025-09-02,SBIN,803.9
2025-09-03,BAJFINANCE,896.3
2025-09-03,HDFCBANK,954.45
2025-09-03,SBIN,812.15
2025-09-04,BAJFINANCE,934.75
2025-09-04,HDFCBANK,961.25
2025-09-04,SBIN,809.4
2025-09-05,BAJFINANCE,937.6
2025-09-05,HDFCBANK,963.4
2025-09-05,SBIN,806.6
2025-09-08,BAJFINANCE,944.3
2025-09-08,HDFCBANK,966.0
2025-09-08,SBIN,808.8
2025-09-09,BAJFINANCE,948.4
2025-09-09,HDFCBANK,965.15
2025-09-09,SBIN,808.85
2025-09-10,BAJFINANCE,967.95
2025-09-10,HDFCBANK,965.9
2025-09-10,SBIN,818.2
2025-09-11,BAJFINANCE,970.25
2025-09-11,HDFCBANK,967.8
2025-09-11,SBIN,823.65
2025-09-12,BAJFINANCE,1003.25
2025-09-12,HDFCBANK,967.3
2025-09-12,SBIN,823.55
2025-09-15,BAJFINANCE,1009.85
2025-09-15,HDFCBANK,967.05
2025-09-15,SBIN,824.75
2025-09-16,BAJFINANCE,1003.25
2025-09-16,HDFCBANK,966.85
2025-09-16,SBIN,831.55
2025-09-17,BAJFINANCE,1007.5
2025-09-17,HDFCBANK,966.5
2025-09-17,SBIN,857.15
2025-09-18,BAJFINANCE,996.5
2025-09-18,HDFCBANK,976.9
2025-09-18,SBIN,854.35
2025-09-19,BAJFINANCE,992.45
2025-09-19,HDFCBANK,966.9
2025-09-19,SBIN,862.35
2025-09-22,BAJFINANCE,1006.5
2025-09-22,HDFCBANK,964.2
2025-09-22,SBIN,855.25
2025-09-23,BAJFINANCE,1025.5
2025-09-23,HDFCBANK,957.2
2025-09-23,SBIN,870.6
2025-09-24,BAJFINANCE,1029.75
2025-09-24,HDFCBANK,951.05
2025-09-24,SBIN,866.2
2025-09-25,BAJFINANCE,1012.75
2025-09-25,HDFCBANK,949.85
2025-09-25,SBIN,861.15
