symbol,weight,n,mu,sigma,skew,kurt,z_last
NEWGEN,0.07929370475981574,757,0.02516375114136441,0.152933569210542,-0.5243724911620141,1.3823193422341942,0.1622471301586913
UJJIVANSFB,0.07030050449660012,839,0.023644513092775946,0.10663998181971103,0.3336179330049109,-0.5605277643573028,2.272700373241218
BAJFINANCE,0.050010967317394156,839,-0.052429040378662285,0.3691514475864206,-5.628177187350865,31.57728028886705,1.7989656379194556
MCX,0.04672077209914454,839,0.04285902858862734,0.11148231832790015,0.14515497371529287,-0.37102052249569883,-0.736597423107946
ACI,0.04551436718578636,680,0.009084524799174983,0.10801004088354602,-0.02069935695566257,0.06981691216447716,1.7310144639102836
TATACONSUM,0.040469401184470274,839,0.007505078995358113,0.06473762848475743,0.10585147589639146,0.90584723618921,1.3239070997915667
MTARTECH,0.04003070848870366,839,-0.0044249385965265545,0.09773194768234912,0.24806623070379535,0.24632538716746577,-0.6275430539791775
AVALON,0.03992103531476201,580,0.029714388314958037,0.14282299295964154,0.05510056531914656,1.56359473446522,-0.7977202239341937
TATAELXSI,0.036740513270454044,839,-0.010867472164109432,0.09180877666370635,0.2533499538438072,0.21220169437702907,1.817761883616467
JIOFIN,0.034437376617679316,484,0.011859830981906681,0.10133103736660265,-0.062091924713811975,0.2523858919190629,-1.2212146264509827
INDIGO,0.030160122833954812,839,0.02749570719590354,0.08106931356098035,-0.3337788648593421,-0.29973365441777355,-1.4440900036312463
DATAPATTNS,0.029940776486071505,839,0.028678076601095247,0.14895174019146964,0.14378421982659675,0.05491655574703813,1.7135841004975358
RVNL,0.027418293485413466,839,0.0565139161978989,0.17947487685283744,1.1836187648512628,1.3605867139334977,1.573914208638846
CDSL,0.025663522702347,839,0.0013507997009477369,0.14832705628802886,-1.3352656498847515,4.310062762511539,1.1298849488035245
MAZDOCK,0.025115156832638735,839,0.056575298714161094,0.21786125392350225,-0.8230618027695249,3.5269942166961847,0.7821576669242812
ADANIENT,0.019083132265847774,839,0.0019475443115120625,0.16381271829579921,-2.4381285239204624,11.337429593376363,2.304959786736852
ADANIPORTS,0.019083132265847774,839,0.012288616361123862,0.1073350002564201,-0.7538665734143779,3.2268332038647483,2.452722333223529
AETHER,0.017876727352489578,795,-0.0010255630260555559,0.07139151871798524,0.4212258684983165,0.07621346412032803,1.51767791923725
INOXINDIA,0.017767054178547927,410,0.01201212891492134,0.10556501824280176,0.9433814526036823,1.361950710418847,1.4645031010859921
HDFCBANK,0.017109015134898004,839,-0.0011158121715927488,0.09853298169486949,-5.018446286813335,34.958052948811925,-0.9447828521566395
DMART,0.01667032243913139,839,0.0032046453304151027,0.08122532162097255,-0.3400498138756853,1.1740812851716145,-0.2541647711961016
SYNGENE,0.015025224830006581,839,0.001340226810515916,0.07285915460581778,-0.3119439069757672,-0.20995059408156758,-0.09437254452567186
DCXINDIA,0.014696205308181618,616,0.00688046465213262,0.151819091117993,0.2186017369074233,-0.0498308796295337,0.35867163130912655
SONACOMS,0.014257512612415002,839,-0.009711413908300486,0.08490164383598336,0.24225129549828642,-0.058216470239551565,0.7204821397404741
SWIGGY,0.013709146742706733,187,-0.012677035879857248,0.14718012805780473,-0.1235504314585522,-0.07038147456565547,1.1252545304505321
SPANDANA,0.013380127220881772,769,-0.014247353889785815,0.13704267908727263,0.043345357938396153,0.10836893179899842,1.1794738629532833
AEROFLEX,0.010857644220223733,486,0.005680297758028787,0.12409876262950668,-0.4057535028578015,0.9133977629525263,1.8716006986073086
HAL,0.010418951524457116,839,0.0260866336641064,0.15964049802957722,-2.355903040060044,9.795558997003724,0.9436113804983748
BANDHANBNK,0.00965123930686554,839,-0.016152146450836714,0.0878878413968517,-0.07260846135248382,-0.5834270236705561,1.0602733307038568
IREDA,0.009431892958982233,426,0.02999670353983697,0.19462563723514084,1.1477773330567613,1.3530553751715315,1.5909049067476237
KELLTONTEC,0.009212546611098923,761,-0.029443718244581463,0.2975890821452449,-4.151223245767953,20.419121634941888,1.077063469096694
KOTAKBANK,0.009212546611098923,839,0.0027850349225675792,0.053365933107044905,-0.040330657193312316,-0.326227869731043,0.9798485347770224
LATENTVIEW,0.00910287343715727,768,-0.003478399982029949,0.08786807857749351,-0.23703964790855095,-0.08758502446835781,1.3010652320136682
BHEL,0.008883527089273964,839,0.03503583614931235,0.11294866266358008,0.18961421196166925,-0.10952040374663197,2.5374433784232444
IRFC,0.00877385391533231,839,0.043300825789230314,0.154811712242035,1.294240747672686,1.495752043445397,1.7388202950356242
ZOMATO,0.008554507567449002,839,0.03364129193417453,0.12762298813907424,-1.0083492571694326,1.3900605994683781,-0.32422954541395554
HFCL,0.008444834393507348,839,-0.0020450469609363106,0.11762917833510418,0.15875721590135333,-0.015711061905619772,0.8943077834994145
IEX,0.007567449001974116,839,-0.012367955404367819,0.10911331826582327,-0.8761950112195731,1.5583055439513025,0.9604378182685134
AXISBANK,0.007457775828032464,839,0.007816295973610677,0.06695311931741894,-0.19579915747359852,0.3800890576296294,0.4087963444414931
IDFCFIRSTB,0.007457775828032464,839,0.013577932851367299,0.0906493148010364,0.6733216639592693,0.5006039600193914,1.7660688690541237
PREMIERENE,0.007019083132265847,237,-0.0011704777816560943,0.12534458239337817,-0.13847538289566286,0.4234989323607343,1.391627814870922
IRCTC,0.0062513709146742695,839,-0.002191898021809887,0.07652471299119266,0.44788451839527293,0.6348359057453345,1.2850361886742043
PRINCEPIPE,0.0061416977407326165,839,-0.01849192544150175,0.10106413527331276,-0.300225733425507,1.7972861227505978,1.5840042281470943
VINCOFE,0.006032024566790963,205,0.012533664577107672,0.12693684076009848,-0.4770584428219883,-0.05628572092757933,-0.7669946020093985
WAAREERTL,0.005922351392849309,87,0.012068546506187295,0.08399690040470258,0.30016422756032535,-0.11429627022470035,1.0232529379691495
VBL,0.005593331871024347,839,-0.017075463330392397,0.2090853398098525,-2.7819076418318125,8.409814740713891,-1.231965119831139
CLEAN,0.005593331871024347,839,-0.013113802693632264,0.08579328757602937,0.1482236757707398,0.28394443103696476,1.0976174591204748
COALINDIA,0.005483658697082693,839,0.01753278375452485,0.0732762989531459,0.27299795342940275,0.27945710632769716,0.8687170318594258
FEDERALBNK,0.005154639175257731,839,0.017176061188382646,0.06330018896740743,0.0701827458997501,-0.03817052632510887,1.1064337645971054
TATAPOWER,0.004496600131607808,839,0.010029043270851601,0.07673598957769524,0.22581985948117325,1.1468527760618237,1.4554372313242434
SBICARD,0.004277253783724501,839,-0.0011357213425192613,0.07051971777897727,0.4781052581453621,0.1101526486497244,1.7019730550863792
PPL,0.0038385610879578848,839,0.01708611808940079,0.12179854259240469,1.0555321024262416,1.5951406320219679,0.6178460358826876
RTNPOWER,0.0028515025224830006,698,0.010341287142050647,0.15904921453011028,0.4474266367244068,0.22113416537606634,1.4189042859741545
WHIRLPOOL,0.002412809826716385,839,-0.005519225083320718,0.11959371634151898,-1.2978826279457583,4.2465532744252545,1.9888257828303797
HAPPSTMNDS,0.0013160780872998462,839,-0.015547883409312976,0.06829352899001379,0.20351622304093656,1.3525943306241697,0.80320254490843
CASTROLIND,0.0012064049133581926,839,0.016880890039418294,0.0934198389395472,0.5703179467913968,0.7758816273640785,-0.00889355017999612
SBIN,0.0009870585654748847,839,0.011921695481554213,0.06262525609282632,0.29837434240676275,0.44684462058380214,-0.30186695938353836
